序号,转换后JH,JX,Dogleg Severity,status
3311,B64-X46,18.06,0.613,1
3312,B64-X46,18.59,2.14,1
3313,B64-X46,20.61,0.88,1
3314,B64-X46,21.4,0.765,1
3315,B64-X46,22.1,0.359,1
3316,B64-X46,22.32,0.334,1
3317,B64-X46,22.63,0.991,1
3318,B64-X46,23.47,2.55,1
3319,B64-X46,25.9,0.551,1
3320,B64-X46,26.41,1.04,2
3321,B64-X46,25.88,0.101,2
3322,B64-X46,25.84,0.498,2
3323,B64-X46,26.24,0.457,2
3324,B64-X46,26.5,1.12,2
3325,B64-X46,25.66,0.532,2
3326,B64-X46,25.84,0.478,2
3327,B64-X46,25.6,0.437,2
3328,B64-X46,25.22,0.681,2
3329,B64-X46,25.36,0.459,2
3330,B64-X46,25.71,0.43,2
3331,B64-X46,26.1,0.492,2
3332,B64-X46,26.35,0.434,2
3333,B64-X46,26.7,0.114,2
3334,B64-X46,26.6,0.795,2
3335,B64-X46,27.36,1.01,2
3336,B64-X46,28.2,1.04,2
3337,B64-X46,29,0.973,2
3338,B64-X46,29.93,1.89,2
3339,B64-X46,31.45,1.13,2
3340,B64-X46,32.45,0.553,2
3341,B64-X46,32.92,0.558,2
3342,B64-X46,33.45,0.585,2
3343,B64-X46,33.45,0.585,2
3344,B64-X50,0.1,0.0276,0
3345,B64-X50,0.1,0.0341,0
3346,B64-X50,0.11,0.0251,0
3347,B64-X50,0.12,0.171,0
3348,B64-X50,0.15,0.17,0
3349,B64-X50,0.29,0.175,0
3350,B64-X50,0.45,0.172,0
3351,B64-X50,0.61,0.149,0
3352,B64-X50,0.75,0.11,0
3353,B64-X50,0.79,0.108,0
3354,B64-X50,0.84,0.111,0
3355,B64-X50,0.9,0.111,0
3356,B64-X50,0.97,0.119,0
3357,B64-X50,0.86,0.119,0
3358,B64-X50,0.75,0.102,0
3359,B64-X50,0.79,0.098,0
3360,B64-X50,0.83,0.133,0
3361,B64-X50,0.91,0.133,0
3362,B64-X50,1,0.134,0
3363,B64-X50,1.1,0.294,0
3364,B64-X50,1.21,0.319,0
3365,B64-X50,1.42,0.0829,0
3366,B64-X50,1.38,0.0852,0
3367,B64-X50,1.34,0.085,0
3368,B64-X50,1.38,0.117,0
3369,B64-X50,1.47,0.0944,0
3370,B64-X50,1.55,0.112,0
3371,B64-X50,1.65,0,0
3372,B64-X50,1.65,0.024,0
3373,B64-X50,1.63,0.157,0
3374,B64-X50,1.78,0.155,0
3375,B64-X50,1.93,0.231,0
3376,B64-X50,2.15,0.23,0
3377,B64-X50,2.37,0.14,0
3378,B64-X50,2.48,0.401,0
3379,B64-X50,2.59,3.31,0
3380,B64-X50,2.45,4.62,1
3381,B64-X50,6.77,5.3,1
3382,B64-X50,11.82,5.07,1
3383,B64-X50,16.56,4.81,1
3384,B64-X50,21.09,1.28,1
3385,B64-X50,22.19,1.19,1
3386,B64-X50,23.2,1.46,2
3387,B64-X50,22.4,0.749,2
3388,B64-X50,21.73,0.897,2
3389,B64-X50,20.91,0.801,2
3390,B64-X50,21.67,0.764,2
3391,B64-X50,21.36,0.724,2
3392,B64-X50,20.92,1.16,2
3393,B64-X50,21.97,1.11,2
3394,B64-X50,21,0.807,2
3395,B64-X50,20.57,0.822,2
3396,B64-X50,21.27,0.565,2
3397,B64-X50,21.53,1.59,2
3398,B64-X50,20.3,1.31,2
3399,B64-X50,21.53,1.11,2
3400,B64-X50,22.59,1.89,2
3401,B64-X50,23.69,1.09,2
3402,B64-X50,24.69,1.14,2
3403,B64-X50,25.53,0.423,2
3404,B64-X50,25.85,1.19,2
3405,B64-X50,26.96,0.605,2
3406,B64-X50,27.49,0.798,2
3407,B64-X50,28.25,0.595,2
3408,B64-X50,28.81,0.594,2
3409,B64-X50,29.37,0.18,2
3410,B64-X50,29.47,0.18,2
3411,B64-X51,0,0.547,0
3412,B64-X51,0.35,0.0252,0
3413,B64-X51,0.35,0.118,0
3414,B64-X51,0.44,0.126,0
3415,B64-X51,0.56,0.358,0
3416,B64-X51,0.22,0.186,0
3417,B64-X51,0.32,0.244,0
3418,B64-X51,0.55,0.132,0
3419,B64-X51,0.65,0.0548,0
3420,B64-X51,0.67,0.128,0
3421,B64-X51,0.78,0.244,0
3422,B64-X51,0.56,0.371,0
3423,B64-X51,0.6,0.106,0
3424,B64-X51,0.7,0.0128,0
3425,B64-X51,0.7,0.264,0
3426,B64-X51,0.8,0.246,0
3427,B64-X51,0.9,0.333,0
3428,B64-X51,0.8,0.205,0
3429,B64-X51,0.9,0.776,0
3430,B64-X51,0.3,0.296,0
3431,B64-X51,0.5,0.49,0
3432,B64-X51,0.8,0.0118,0
3433,B64-X51,0.8,0.107,0
3434,B64-X51,0.9,0.288,0
3435,B64-X51,0.7,1.64,0
3436,B64-X51,1.2,5.9,1
3437,B64-X51,3,4.44,1
3438,B64-X51,4.4,6.35,1
3439,B64-X51,5.9,6.28,1
3440,B64-X51,7.8,4.3,1
3441,B64-X51,9.1,4.76,1
3442,B64-X51,10.6,4.62,1
3443,B64-X51,12,4.21,1
3444,B64-X51,13.1,6.77,1
3445,B64-X51,15.2,6.91,1
3446,B64-X51,17.3,4.19,1
3447,B64-X51,18.6,6.5,1
3448,B64-X51,20.6,5.64,1
3449,B64-X51,22.2,4.28,1
3450,B64-X51,23.4,3.15,1
3451,B64-X51,24.4,1.14,1
3452,B64-X51,24.1,2.54,1
3453,B64-X51,24.9,4.73,1
3454,B64-X51,26.4,5.73,1
3455,B64-X51,28.2,2.92,1
3456,B64-X51,27.3,2.88,1
3457,B64-X51,28,5.68,1
3458,B64-X51,29.8,5.75,1
3459,B64-X51,31.6,2.95,1
3460,B64-X51,32.5,1.83,1
3461,B64-X51,34.2,0.919,1
3462,B64-X51,33.8,1.27,2
3463,B64-X51,34.8,1.27,2
3464,B64-X51,35.8,0.46,2
3465,B64-X51,35.4,0.636,2
3466,B64-X51,35.2,0.419,2
3467,B64-X51,35,0.512,2
3468,B64-X51,34.6,0.55,2
3469,B64-X51,34.2,0.626,2
3470,B64-X51,33.7,1.53,2
3471,B64-X51,35.1,0.547,2
3472,B64-X51,34.6,0.52,2
3473,B64-X51,34.3,0.668,2
3474,B64-X51,33.7,1.81,2
3475,B64-X51,35.4,0.729,2
3476,B64-X51,36,0.484,2
3477,B64-X51,35.7,0.104,2
3478,B64-X51,35.6,0.211,2
3479,B64-X51,35.5,0.365,2
3480,B64-X51,35.8,0.493,2
3481,B64-X51,35.7,0.264,2
3482,B64-X51,35.6,3.05,2
3483,B64-X51,33.3,0.209,2
3484,B64-X51,33.1,0.554,2
3485,B64-X51,33.4,0.394,2
3486,B64-X51,33.1,0.389,2
3487,B64-X51,32.8,0.861,2
3488,B64-X51,32.1,2.17,2
3489,B64-X51,33.4,1.22,2
3490,B64-X51,34.2,0.458,2
3491,B64-X51,34,1.06,2
3492,B64-X51,33.2,2.3,2
3493,B64-X51,35.4,1.16,2
3494,B64-X51,36.5,0.423,2
3495,B64-X51,36.1,0.554,2
3496,B64-X51,35.6,0.53,2
3497,B64-X51,36.1,0.525,2
3498,B64-X51,36.6,0.724,2
3499,B64-X51,36.1,0.829,2
3500,B64-X51,36.8,0.56,2
3501,B64-X51,36.8,3.04,2
3502,B64-X51,33.9,0.204,2
3503,B64-X51,33.8,0.483,2
3504,B64-X51,33.9,0.256,2
3505,B64-X51,33.8,0.268,2
3506,B64-X51,33.6,0.119,2
3507,B64-X51,33.7,0.841,2
3508,B64-X51,33,0.702,2
3509,B64-X51,32.6,0.747,2
3510,B64-X51,32.2,1.12,2
3511,B64-X51,32.1,0.449,2
3512,B64-X51,31.7,2.04,2
3513,B64-X51,32.4,0.547,2
3514,B64-X51,32.1,0.54,2
3515,B64-X51,31.6,0.537,2
3516,B64-X51,31.4,0.384,2
3517,B64-X51,31.2,0.266,2
3518,B64-X51,31,0.238,2
3519,B64-X51,30.8,0.435,2
3520,B64-X51,31,0.0989,2
3521,B64-X51,31,0.0989,2
3522,B64-X53,0,0.815,0
3523,B64-X53,0.33,0.158,0
3524,B64-X53,0.48,0.147,0
3525,B64-X53,0.36,0.116,0
3526,B64-X53,0.47,0.063,0
3527,B64-X53,0.53,0.194,0
3528,B64-X53,0.35,0.338,0
3529,B64-X53,0.67,0.22,0
3530,B64-X53,0.49,0.2,0
3531,B64-X53,0.68,0.179,0
3532,B64-X53,0.52,0.145,0
3533,B64-X53,0.39,0.516,0
3534,B64-X53,0.55,0.581,0
3535,B64-X53,0.3,0.319,0
3536,B64-X53,0.6,1.39,0
3537,B64-X53,1.9,5.15,1
3538,B64-X53,3.5,3.51,1
3539,B64-X53,4.6,3.86,1
3540,B64-X53,5.5,3.85,1
3541,B64-X53,6.6,3.49,1
3542,B64-X53,7.7,3.88,1
3543,B64-X53,8.9,3.44,1
3544,B64-X53,10,4.11,1
3545,B64-X53,11.3,3.19,1
3546,B64-X53,12.3,3.49,1
3547,B64-X53,13.4,5.81,1
3548,B64-X53,15.2,5.57,1
3549,B64-X53,17,3.49,1
3550,B64-X53,18.1,4.44,1
3551,B64-X53,19.5,4.99,1
3552,B64-X53,21,3.54,1
3553,B64-X53,22.1,2.55,1
3554,B64-X53,22.9,0.97,1
3555,B64-X53,23.2,2.59,1
3556,B64-X53,23.9,2,1
3557,B64-X53,24.5,4.45,1
3558,B64-X53,25.9,3.79,1
3559,B64-X53,27.1,3.48,1
3560,B64-X53,28.2,3.82,1
3561,B64-X53,29.4,4.61,1
3562,B64-X53,30.8,2.85,1
3563,B64-X53,31.7,2.71,1
3564,B64-X53,32.5,2.25,1
3565,B64-X53,33.2,1.59,1
3566,B64-X53,33.7,1.57,1
3567,B64-X53,34.2,3.5,1
3568,B64-X53,35.3,5.37,1
3569,B64-X53,37,4.43,1
3570,B64-X53,38.4,1.13,1
3571,B64-X53,38.75,1.11,2
3572,B64-X53,39.1,0.941,2
3573,B64-X53,38.2,0.651,2
3574,B64-X53,37.7,0.0643,2
3575,B64-X53,37.7,0.54,2
3576,B64-X53,37.2,0.429,2
3577,B64-X53,36.8,0.545,2
3578,B64-X53,37,0.597,2
3579,B64-X53,37.3,0.276,2
3580,B64-X53,37.2,0.861,2
3581,B64-X53,37.4,0.849,2
3582,B64-X53,38,0.736,2
3583,B64-X53,37.3,0.532,2
3584,B64-X53,37.5,0.653,2
3585,B64-X53,37.6,0.917,2
3586,B64-X53,37.1,0.391,2
3587,B64-X53,37,2.12,2
3588,B64-X53,38.4,0.223,2
3589,B64-X53,38.3,0.124,2
3590,B64-X53,38.2,0.732,2
3591,B64-X53,37.6,0.544,2
3592,B64-X53,37.3,0,2
3593,B64-X53,37.3,0.329,2
3594,B64-X53,37.1,0.511,2
3595,B64-X53,37,0.439,2
3596,B64-X53,37,0.274,2
